Nivel,Número de Vacantes,OPEC,Asignación salarial,Experiencia,Dependencias ,Estudio
Técnico,1,229158,4637276,Doce(12) meses de EXPERIENCIA RELACIONADA,"Dependencia: DISTRITO CAPITAL-CENTRO DE MANUFACTURA EN TEXTIL Y CUERO,  Municipio: Bogotá D.C., Total vacantes: 1","Título de TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES."
Instructor,3,229159,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de producción gráfica y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA,  Municipio: Bogotá D.C., Total vacantes: 3","Título de PROFESIONAL en NBC: DISENO
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES."
Instructor,3,229161,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de distribución de la energía eléctrica y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ATLANTICO- CENTRO NACIONAL COLOMBO ALEMAN,  Municipio: Barranquilla, Total vacantes: 1","Título de PROFESIONAL en NBC: EDUCACION
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,2,229162,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de transporte terrestre por carretera y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL-CENTRO DE TECNOLOGÍAS DEL TRANSPORTE,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,2,229163,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mantenimiento de equipo biomédico y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES,  Municipio: Bogotá D.C., Total vacantes: 2","Título de PROFESIONAL en NBC: INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,1,229165,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de electricidad y electrónica y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: CAUCA- CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL,  Municipio: Popayán, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES."
Instructor,3,229166,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de comunicación y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: VALLE-CENTRO DE TECNOLOGÍAS AGROINDUSTRIALES,  Municipio: Cartago, Total vacantes: 1","Título de PROFESIONAL en NBC: COMUNICACION SOCIAL, PERIODISMO Y AFINES
 ,O, NBC:   EDUCACION
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES."
Instructor,1,229167,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de procesamiento de alimentos- chocolatería y confitería y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: SANTANDER- CENTRO DE ATENCION AL SECTOR AGROPECUARIO,  Municipio: Piedecuesta, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   QUIMICA Y AFINES."
Profesional,7,229168,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: VAUPES- CENTRO AGROPECUARIO Y DE SERVICIOS AMBIENTALES ""JIRI-JIRIMO"",  Municipio: Mitú, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   FILOSOFIA, TEOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,2,229170,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de fabricación de calzado y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ANTIOQUIA- CENTRO DEL DISEÑO Y MANUFACTURA DEL CUERO,  Municipio: Itagüí, Total vacantes: 1","Título de PROFESIONAL en NBC: DISENO
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES."
Asesor,1,229171,7704780,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL- CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Técnico,7,229172,3914015,Seis(6) meses de EXPERIENCIA RELACIONADA,"Dependencia: ANTIOQUIA-CENTRO DE FORMACIÓN MINERO AMBIENTAL,  Municipio: El Bagre, Total vacantes: 1","Título de FORMACION TECNICA PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS."
Profesional,1,229173,6500596,Quince(15) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL-CENTRO DE MATERIALES Y ENSAYOS,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,2,229175,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de música y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA,  Municipio: Bogotá D.C., Total vacantes: 2","Título de PROFESIONAL en NBC: EDUCACION
 ,O, NBC:   MUSICA."
Instructor,2,229177,4065092,"Doce(12) meses de EXPERIENCIA DOCENTE, 
 Y, Seis(6) meses de experiencia relacionados con el ejercicio de la profesión u oficio objeto de la formación profesional, 
 Y, Doce(12) meses de experiencia relacionados con asistencia técnica o extensión rural o formulación, implementación, desarrollo y seguimiento a proyectos productivos  agropecuarios, agroindustriales y/o formación profesiona","Dependencia: SANTANDER-CENTRO AGROEMPRESARIAL Y TURÍSTICO DE LOS ANDES,  Municipio: Málaga, Total vacantes: 2","Título de TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ZOOTECNIA.
 ,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Extensión Rural, (2) Asistencia Técnica o (3) Formulación y Evaluación de Proyectos."
Instructor,4,229178,4065092,"Doce(12) meses de EXPERIENCIA DOCENTE, 
 Y, Seis(6) meses de experiencia relacionados con el ejercicio de la profesión u oficio objeto de la formación profesional, 
 Y, Doce(12) meses de experiencia relacionados con asistencia técnica o extensión rural o formulación, implementación, desarrollo y seguimiento a proyectos productivos  agropecuarios, agroindustriales y/o formación profesiona","Dependencia: NORTE DE SANTANDER- CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,  Municipio: Cúcuta, Total vacantes: 4","Título de TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ZOOTECNIA.
 ,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Extensión Rural, (2) Asistencia Técnica o (3) Formulación y Evaluación de Proyectos."
Instructor,2,229179,4065092,"Doce(12) meses de EXPERIENCIA DOCENTE, 
 Y, Seis(6) meses de experiencia relacionados con el ejercicio de la profesión u oficio objeto de la formación profesional, 
 Y, Doce(12) meses de experiencia relacionados con asistencia técnica o extensión rural o formulación, implementación, desarrollo y seguimiento a proyectos productivos  agropecuarios, agroindustriales y/o formación profesiona","Dependencia: CUNDINAMARCA-CENTRO AGROECOLÓGICO Y EMPRESARIAL,  Municipio: Fusagasugá, Total vacantes: 2","Título de TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ZOOTECNIA.
 ,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Extensión Rural, (2) Asistencia Técnica o (3) Formulación y Evaluación de Proyectos."
Profesional,3,229180,9874386,"Veinticuatro(24) meses de experiencia relacionada con implementación de procesos de innovación, o investigación o producción académica, o divulgación científica, o propiedad intelectual, o transferencia tecnológica, o metodologías de evaluación de procesos y seguimiento a proyectos de ciencia, tecnología e innovación","Dependencia: HUILA-CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS,  Municipio: Neiva, Total vacantes: 3","Título de PROFESIONAL en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   OTRAS INGENIERIAS
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.

Titulo de postgrado en la modalidad de MAESTRIA en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   OTRAS INGENIERIAS
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.


,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Fortalecimiento de las Capacidades en Marco Lógico; (2) Fortalecimiento de las Capacidades en Propiedad Intelectual para Investigadores; (3) Escritura y Producción Intelectual o Escritura de Artículos Científicos y Tecnológicos; (4) Herramientas y Competencias para la generación de Innovación; (5) Definición de Indicadores y Vigilancia Tecnológica."
Profesional,9,229181,9095760,"Diez y ocho(18) meses de experiencia relacionada con implementación de procesos de innovación, o investigación o producción académica, o divulgación científica, o propiedad intelectual, o transferencia tecnológica, o metodologías de evaluación de procesos y seguimiento a proyectos de ciencia, tecnología e innovación","Dependencia: TOLIMA-CENTRO DE INDUSTRIA Y CONSTRUCCIÓN,  Municipio: Ibagué, Total vacantes: 1","Título de PROFESIONAL en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.

Titulo de postgrado en la modalidad de MAESTRIA en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.


,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Fortalecimiento de las Capacidades en Marco Lógico; (2) Fortalecimiento de las Capacidades en Propiedad Intelectual para Investigadores; (3) Escritura y Producción Intelectual o Escritura de Artículos Científicos y Tecnológicos; (4) Herramientas y Competencias para la generación de Innovación; (5) Definición de Indicadores y Vigilancia Tecnológica."
Profesional,10,229182,9874386,"Veinticuatro(24) meses de experiencia relacionada con implementación de procesos de innovación, o investigación o producción académica, o divulgación científica, o propiedad intelectual, o transferencia tecnológica, o metodologías de evaluación de procesos y seguimiento a proyectos de ciencia, tecnología e innovación","Dependencia: CUNDINAMARCA- CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,  Municipio: Soacha, Total vacantes: 1","Título de PROFESIONAL en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.

Titulo de postgrado en la modalidad de MAESTRIA en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.


,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Fortalecimiento de las Capacidades en Marco Lógico; (2) Fortalecimiento de las Capacidades en Propiedad Intelectual para Investigadores; (3) Escritura y Producción Intelectual o Escritura de Artículos Científicos y Tecnológicos; (4) Herramientas y Competencias para la generación de Innovación; (5) Definición de Indicadores y Vigilancia Tecnológica."
Profesional,6,229183,9874386,"Veinticuatro(24) meses de experiencia relacionada con implementación de procesos de innovación, o investigación o producción académica, o divulgación científica, o propiedad intelectual, o transferencia tecnológica, o metodologías de evaluación de procesos y seguimiento a proyectos de ciencia, tecnología e innovación","Dependencia: VALLE-CENTRO NACIONAL DE ASISTENCIA TECNICA A LA INDUSTRIA ASTIN,  Municipio: Cali, Total vacantes: 3","Título de PROFESIONAL en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.

Titulo de postgrado en la modalidad de MAESTRIA en NBC: ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   FISICA
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES.


,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Fortalecimiento de las Capacidades en Marco Lógico; (2) Fortalecimiento de las Capacidades en Propiedad Intelectual para Investigadores; (3) Escritura y Producción Intelectual o Escritura de Artículos Científicos y Tecnológicos; (4) Herramientas y Competencias para la generación de Innovación; (5) Definición de Indicadores y Vigilancia Tecnológica."
